epoch,dataset,acc
0,SUN397,0.5526952141057935
0,Cars,0.5494341499813457
0,RESISC45,0.6666666666666666
0,EuroSAT,0.774074074074074
0,SVHN,0.8020897357098955
0,GTSRB,0.6968329374505147
0,MNIST,0.9734
0,DTD,0.5010638297872341
100,SUN397,0.5965239294710327
100,Cars,0.6036562616589977
100,RESISC45,0.7223809523809523
100,EuroSAT,0.8833333333333333
100,SVHN,0.8443838352796558
100,GTSRB,0.7671417260490895
100,MNIST,0.9762
100,DTD,0.5101063829787233
200,SUN397,0.6140554156171285
200,Cars,0.6359905484392488
200,RESISC45,0.7438095238095238
200,EuroSAT,0.92
200,SVHN,0.8555239704978488
200,GTSRB,0.8346001583531275
200,MNIST,0.9746
200,DTD,0.524468085106383
300,SUN397,0.6227707808564231
300,Cars,0.654271856734237
300,RESISC45,0.7585714285714286
300,EuroSAT,0.9244444444444444
300,SVHN,0.8648970497848801
300,GTSRB,0.8794932699920823
300,MNIST,0.9748
300,DTD,0.5436170212765957
400,SUN397,0.6313350125944585
400,Cars,0.6672055714463375
400,RESISC45,0.7766666666666666
400,EuroSAT,0.9251851851851852
400,SVHN,0.8617854947756607
400,GTSRB,0.9053840063341251
400,MNIST,0.9714
400,DTD,0.5579787234042554
500,SUN397,0.6362216624685139
500,Cars,0.6750404178584754
500,RESISC45,0.7926984126984127
500,EuroSAT,0.9244444444444444
500,SVHN,0.8657037492317148
500,GTSRB,0.9186856690419636
500,MNIST,0.9726
500,DTD,0.5728723404255319
600,SUN397,0.6397984886649875
600,Cars,0.6812585499316005
600,RESISC45,0.7947619047619048
600,EuroSAT,0.9237037037037037
600,SVHN,0.865780577750461
600,GTSRB,0.9277117973079968
600,MNIST,0.9722
600,DTD,0.5851063829787234
700,SUN397,0.6406045340050378
700,Cars,0.6852381544584008
700,RESISC45,0.8003174603174603
700,EuroSAT,0.924074074074074
700,SVHN,0.8652427781192379
700,GTSRB,0.9289786223277909
700,MNIST,0.9744
700,DTD,0.5904255319148937
800,SUN397,0.6404534005037783
800,Cars,0.6905857480412884
800,RESISC45,0.8147619047619048
800,EuroSAT,0.9248148148148149
800,SVHN,0.8627458512599877
800,GTSRB,0.933095803642122
800,MNIST,0.9744
800,DTD,0.5957446808510638
900,SUN397,0.6409068010075567
900,Cars,0.692699912946151
900,RESISC45,0.8228571428571428
900,EuroSAT,0.9266666666666666
900,SVHN,0.8600952673632453
900,GTSRB,0.9361836896278701
900,MNIST,0.9747
900,DTD,0.6015957446808511
1000,SUN397,0.6417128463476071
1000,Cars,0.695435891058326
1000,RESISC45,0.8236507936507936
1000,EuroSAT,0.9251851851851852
1000,SVHN,0.8652427781192379
1000,GTSRB,0.9368962787015044
1000,MNIST,0.9765
1000,DTD,0.6106382978723405
